disease,drug
Muscle Twitching ,baclofen
Fatigue,modafinil
Fatigue,methylphenidate
Fatigue,amphetamine AND dextroamphetamine
Fatigue,amantadine
Fatigue,dextroamphetamine
Nonalcoholic Fatty Liver Disease,ursodiol
Nonalcoholic Fatty Liver Disease,pioglitazone
Nonalcoholic Fatty Liver Disease,orlistat
Nonalcoholic Fatty Liver Disease,betaine
Nonalcoholic Fatty Liver Disease,rosiglitazone
Fecal Incontinence,dextranomer AND sodium hyaluronate
Hypoactive Sexual Desire Disorder,flibanserin
Hypoactive Sexual Desire Disorder,bremelanotide
Ichthyosis,ammonium lactate
Fish Tapeworm Infection ,praziquantel
Fish Tapeworm Infection ,paromomycin
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Warts,salicylic acid
Warts,fluorouracil
Warts,silver nitrate
Warts,cantharidin
Gas,simethicone
Gas,aluminum hydroxide AND magnesium hydroxide AND simethicone
Mitral Valve Prolapse,atenolol
Mitral Valve Prolapse,metoprolol
Mitral Valve Prolapse,propranolol
Mitral Valve Prolapse,bisoprolol
Mitral Valve Prolapse,nebivolol
Mitral Valve Prolapse,nadolol
Mitral Valve Prolapse,labetalol
Influenza,oseltamivir
Influenza,amantadine
Influenza,acetaminophen AND dextromethorphan AND guaifenesin AND phenylephrine
Influenza,zanamivir
Influenza,acetaminophen AND chlorpheniramine
Influenza,acetaminophen AND chlorpheniramine AND dextromethorphan AND pseudoephedrine
Influenza,peramivir
Influenza,acetaminophen AND chlorpheniramine AND dextromethorphan
Influenza,acetaminophen AND dextromethorphan AND diphenhydramine
Influenza,baloxavir marboxil
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Forehead Lines,onabotulinumtoxinA
Forehead Lines,prabotulinumtoxinA
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Elevated LDL Hyperlipoproteinemia Type IIa,fenofibrate
Elevated LDL Hyperlipoproteinemia Type IIa,atorvastatin
Elevated LDL Hyperlipoproteinemia Type IIa,simvastatin
Elevated LDL Hyperlipoproteinemia Type IIa,pravastatin
Elevated LDL Hyperlipoproteinemia Type IIa,rosuvastatin
Elevated LDL Hyperlipoproteinemia Type IIa,cholestyramine
Elevated LDL Hyperlipoproteinemia Type IIa,lovastatin
Elevated LDL Hyperlipoproteinemia Type IIa,colesevelam
Elevated LDL Hyperlipoproteinemia Type IIa,colestipol
Elevated LDL Hyperlipoproteinemia Type IIa,fluvastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,fenofibrate
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,gemfibrozil
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,atorvastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,simvastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,rosuvastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,pravastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,colestipol
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,lovastatin
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,cholestyramine
Elevated LDL   VLDL Hyperlipoproteinemia Type IIb,fluvastatin
Elevated beta Hyperlipoproteinemia Type III-VLDL   IDL,atorvastatin
Elevated beta Hyperlipoproteinemia Type III-VLDL   IDL,simvastatin
Elevated beta Hyperlipoproteinemia Type III-VLDL   IDL,pravastatin
Elevated beta Hyperlipoproteinemia Type III-VLDL   IDL,rosuvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,fenofibrate
Elevated VLDL Hyperlipoproteinemia Type IV,atorvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,niacin
Elevated VLDL Hyperlipoproteinemia Type IV,gemfibrozil
Elevated VLDL Hyperlipoproteinemia Type IV,rosuvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,simvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,pravastatin
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,fenofibrate
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,gemfibrozil
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,niacin
Bejel,penicillin g benzathine
Diarrhea,loperamide
Diarrhea,atropine AND diphenoxylate
Diarrhea,bismuth subsalicylate
Diarrhea,codeine
Diarrhea,saccharomyces boulardii lyo
Diarrhea,rifaximin
Diarrhea,neomycin
Diarrhea,octreotide
Diarrhea,opium
Forehead Lines,onabotulinumtoxinA
Forehead Lines,prabotulinumtoxinA
Chronic Idiopathic Constipation,plecanatide
Chronic Idiopathic Constipation,prucalopride
Ovarian Cysts,ethinyl estradiol AND levonorgestrel
Ovarian Cysts,ethinyl estradiol AND norgestimate
Fungal Infections,fluconazole
Tinea Corporis,betamethasone AND clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Fingernail Onychomycosis,terbinafine
Fingernail Onychomycosis,fluconazole
Fingernail Onychomycosis,ciclopirox
Fingernail Onychomycosis,itraconazole
Fingernail Onychomycosis,ketoconazole
Fingernail Onychomycosis,griseofulvin
Tinea Cruris,betamethasone AND clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Onychomycosis,undecylenic acid
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Toenail Onychomycosis,terbinafine
Toenail Onychomycosis,ciclopirox
Toenail Onychomycosis,fluconazole
Toenail Onychomycosis,ketoconazole
Toenail Onychomycosis,itraconazole
Toenail Onychomycosis,efinaconazole
Toenail Onychomycosis,griseofulvin
Toenail Onychomycosis,tavaborole
Fungal Infections,fluconazole
Generalized Anxiety Disorder,escitalopram
Generalized Anxiety Disorder,quetiapine
Generalized Anxiety Disorder,sertraline
Generalized Anxiety Disorder,citalopram
Generalized Anxiety Disorder,pregabalin
Generalized Anxiety Disorder,venlafaxine
Generalized Anxiety Disorder,duloxetine
Generalized Anxiety Disorder,paroxetine
Gas,simethicone
Gas,aluminum hydroxide AND magnesium hydroxide AND simethicone
Stomach Cancer,fluorouracil
Stomach Cancer,capecitabine
Stomach Cancer,doxorubicin
Stomach Cancer,mitomycin
Stomach Cancer,ramucirumab
GastritisANDDuodenitis,omeprazole
GastritisANDDuodenitis,pantoprazole
GastritisANDDuodenitis,lansoprazole
GastritisANDDuodenitis,esomeprazole
GastritisANDDuodenitis,omeprazole
GastritisANDDuodenitis,pantoprazole
GastritisANDDuodenitis,lansoprazole
GastritisANDDuodenitis,esomeprazole
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole AND sodium bicarbonate
Tenosynovial Giant Cell Tumor,pexidartinib
Gender Dysphoria,spironolactone
Gender Dysphoria,estradiol
Gender Dysphoria,testosterone
Gender Dysphoria,progesterone
Gender Dysphoria,medroxyprogesterone
Gender Dysphoria,conjugated estrogens
Gender Dysphoria,spironolactone
Gender Dysphoria,estradiol
Gender Dysphoria,testosterone
Gender Dysphoria,progesterone
Gender Dysphoria,medroxyprogesterone
Gender Dysphoria,conjugated estrogens
Generalized Anxiety Disorder,escitalopram
Generalized Anxiety Disorder,quetiapine
Generalized Anxiety Disorder,sertraline
Generalized Anxiety Disorder,citalopram
Generalized Anxiety Disorder,pregabalin
Generalized Anxiety Disorder,venlafaxine
Generalized Anxiety Disorder,duloxetine
Generalized Anxiety Disorder,paroxetine
Condylomata Acuminata,imiquimod
Condylomata Acuminata,podofilox
Condylomata Acuminata,sinecatechins
Condylomata Acuminata,interferon alfa-2b
Condylomata Acuminata,interferon alfa-n3
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole AND sodium bicarbonate
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Trophoblastic Disease,methotrexate
Trophoblastic Disease,dinoprostone
Trophoblastic Disease,dactinomycin
Trophoblastic Disease,methotrexate
Trophoblastic Disease,dinoprostone
Trophoblastic Disease,dactinomycin
Tenosynovial Giant Cell Tumor,pexidartinib
Gender Dysphoria,spironolactone
Gender Dysphoria,estradiol
Gender Dysphoria,testosterone
Gender Dysphoria,progesterone
Gender Dysphoria,medroxyprogesterone
Gender Dysphoria,conjugated estrogens
Hyperbilirubinemia,phenobarbital
Forehead Lines,onabotulinumtoxinA
Forehead Lines,prabotulinumtoxinA
Infectious Mononucleosis,acyclovir
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Burning Mouth Syndrome ,clonazepam
Burning Mouth Syndrome ,gabapentin
Burning Mouth Syndrome ,lidocaine
Burning Mouth Syndrome ,amitriptyline
Burning Mouth Syndrome ,nortriptyline
Burning Mouth Syndrome ,capsaicin
Burning Mouth Syndrome ,chlordiazepoxide
Celiac Disease,infliximab
Celiac Disease,infliximab
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Neutropenia,filgrastim
Neutropenia,filgrastim
Tympanostomy Tube Placement Surgery,ciprofloxacin
Strep Throat ,amoxicillin AND clavulanate
Strep Throat ,cefdinir
Strep Throat ,clarithromycin
Strep Throat ,erythromycin
Strep Throat ,cefuroxime
Strep Throat ,gemifloxacin
Dental Abscess,amoxicillin
Dental Abscess,metronidazole
Dental Abscess,clarithromycin
Dental Abscess,erythromycin
Mucopolysaccharidosis Type VII,vestronidase alfa
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone AND calcipotriene
Swine Flu,oseltamivir
Swine Flu,zanamivir
Swine Flu,peramivir
Avian Influenza,oseltamivir
Avian Influenza,"influenza virus vaccine, h5n1"
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin AND quinupristin
Hereditary Angioedema,C1 esterase inhibitor 
Hereditary Angioedema,ecallantide
Hereditary Angioedema,icatibant
Hereditary Angioedema,conestat alfa
Hereditary Angioedema,lanadelumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Alopecia,spironolactone
Alopecia,minoxidil
Alopecia,triamcinolone
Alopecia,sulfasalazine
Hairy Cell Leukemia,cladribine
Hairy Cell Leukemia,pentostatin
Hairy Cell Leukemia,interferon alfa-2b
Hairy Cell Leukemia,moxetumomab pasudotox
Atherosclerosis,rosuvastatin
Allergic Rhinitis,cetirizine
Allergic Rhinitis,loratadine
Allergic Rhinitis,fluticasone
Allergic Rhinitis,montelukast
Allergic Rhinitis,fexofenadine
Allergic Rhinitis,azelastine
Allergic Rhinitis,diphenhydramine
Allergic Rhinitis,prednisone
Allergic Rhinitis,levocetirizine
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Hepatocellular Carcinoma,sorafenib
Hepatocellular Carcinoma,nivolumab
Hepatocellular Carcinoma,regorafenib
Hepatocellular Carcinoma,pembrolizumab
Hepatocellular Carcinoma,lenvatinib
Hepatocellular Carcinoma,cabozantinib
Hepatocellular Carcinoma,ramucirumab
Hairy Cell Leukemia,cladribine
Hairy Cell Leukemia,pentostatin
Hairy Cell Leukemia,interferon alfa-2b
Hairy Cell Leukemia,moxetumomab pasudotox
Hypertrophic Cardiomyopathy,nifedipine
Head Injury,amantadine
Head Injury,risperidone
Head Lice,malathion
Head Lice,permethrin
Head Lice,piperonyl butoxide AND pyrethrins
Head Lice,ivermectin
Head Lice,spinosad
Head Lice,benzyl alcohol
Head Lice,lindane
Head Lice,sodium chloride
Head Lice,acetic acid
Heart Failure ,furosemide
Heart Failure ,carvedilol
Heart Failure ,spironolactone
Heart Failure ,lisinopril
Heart Failure ,digoxin
Heart Failure ,metoprolol
Heart Failure ,isosorbide mononitrate
Heart Failure ,amlodipine
Heart Failure ,warfarin
Heart Failure ,hydralazine
Angina,aspirin
Angina,nitroglycerin
Angina,metoprolol
Angina,amlodipine
Angina,isosorbide mononitrate
Angina,isosorbide dinitrate
Angina,enoxaparin
Angina,ranolazine
Angina,atenolol
Angina,carvedilol
Angina,amlodipine AND atorvastatin
Arrhythmia,amiodarone
Arrhythmia,verapamil
Arrhythmia,propranolol
Arrhythmia,dofetilide
Arrhythmia,lidocaine
Arrhythmia,mexiletine
Arrhythmia,disopyramide
Arrhythmia,phenytoin
Arrhythmia,quinidine
Arrhythmia,procainamide
Echocardiography,perflutren
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole AND sodium bicarbonate
Hemangioma,propranolol
Migraine,sumatriptan
Migraine,rizatriptan
Migraine,gabapentin
Migraine,aspirin AND butalbital AND caffeine
Migraine,cyclobenzaprine
Migraine,diclofenac
Migraine,naratriptan
Migraine,almotriptan
Migraine,zolmitriptan
Migraine,eletriptan
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Alport Syndrome,lisinopril
Alport Syndrome,losartan
Alport Syndrome,enalapril
Alport Syndrome,fosinopril
Alport Syndrome,candesartan
Alport Syndrome,quinapril
ThromboticANDThromboembolic Disorder,heparin
ThromboticANDThromboembolic Disorder,argatroban
ThromboticANDThromboembolic Disorder,alteplase
ThromboticANDThromboembolic Disorder,urokinase
Hepatitis B,entecavir
Hepatitis B,tenofovir
Hepatitis B,lamivudine
Hepatitis B,adefovir
Hepatitis B,tenofovir alafenamide
Hepatitis B,interferon alfa-2b
Hepatitis B,peginterferon alfa-2a
Hepatitis B,peginterferon alfa-2b
Hepatitis B,entecavir
Hepatitis B,tenofovir
Hepatitis B,lamivudine
Hepatitis B,adefovir
Hepatitis B,tenofovir alafenamide
Hepatitis B,interferon alfa-2b
Hepatitis B,peginterferon alfa-2a
Hepatitis B,peginterferon alfa-2b
Hepatitis C,ribavirin
Hepatitis C,ledipasvir AND sofosbuvir
Hepatitis C,sofosbuvir
Hepatitis C,sofosbuvir AND velpatasvir
Hepatitis C,peginterferon alfa-2a
Hepatitis C,dasabuvir AND ombitasvir AND paritaprevir AND ritonavir
Hepatitis C,elbasvir AND grazoprevir
Hepatitis C,interferon alfa-2b
Hepatitis C,peginterferon alfa-2b
Hepatitis C,glecaprevir AND pibrentasvir
Hepatitis C,sofosbuvir AND velpatasvir AND voxilaprevir
Hepatitis C,ribavirin
Hepatitis C,ledipasvir AND sofosbuvir
Hepatitis C,sofosbuvir
Hepatitis C,sofosbuvir AND velpatasvir
Hepatitis C,peginterferon alfa-2a
Hepatitis C,dasabuvir AND ombitasvir AND paritaprevir AND ritonavir
Hepatitis C,elbasvir AND grazoprevir
Hepatitis C,interferon alfa-2b
Hepatitis C,peginterferon alfa-2b
Hepatitis C,glecaprevir AND pibrentasvir
Hepatitis C,sofosbuvir AND velpatasvir AND voxilaprevir
Hepatocellular Carcinoma,sorafenib
Hepatocellular Carcinoma,nivolumab
Hepatocellular Carcinoma,regorafenib
Hepatocellular Carcinoma,pembrolizumab
Hepatocellular Carcinoma,lenvatinib
Hepatocellular Carcinoma,cabozantinib
Hepatocellular Carcinoma,ramucirumab
Hereditary Angioedema,C1 esterase inhibitor 
Hereditary Angioedema,ecallantide
Hereditary Angioedema,icatibant
Hereditary Angioedema,conestat alfa
Hereditary Angioedema,lanadelumab
Alport Syndrome,lisinopril
Alport Syndrome,losartan
Alport Syndrome,enalapril
Alport Syndrome,fosinopril
Alport Syndrome,candesartan
Alport Syndrome,quinapril
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Herpes Simplex - Congenital,acyclovir
Cold Sores ,acyclovir
Cold Sores ,acyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
Familial Heterozygous High Cholesterol,atorvastatin
Familial Heterozygous High Cholesterol,pravastatin
Familial Heterozygous High Cholesterol,simvastatin
Familial Heterozygous High Cholesterol,ezetimibe
Familial Heterozygous High Cholesterol,rosuvastatin
Familial Heterozygous High Cholesterol,lovastatin
Familial Heterozygous High Cholesterol,ezetimibe AND simvastatin
Familial Heterozygous High Cholesterol,evolocumab
Familial Heterozygous High Cholesterol,alirocumab
Familial Heterozygous High Cholesterol,fluvastatin
Familial Heterozygous High Cholesterol,atorvastatin
Familial Heterozygous High Cholesterol,pravastatin
Familial Heterozygous High Cholesterol,simvastatin
Familial Heterozygous High Cholesterol,ezetimibe
Familial Heterozygous High Cholesterol,rosuvastatin
Familial Heterozygous High Cholesterol,lovastatin
Familial Heterozygous High Cholesterol,ezetimibe AND simvastatin
Familial Heterozygous High Cholesterol,evolocumab
Familial Heterozygous High Cholesterol,alirocumab
Familial Heterozygous High Cholesterol,fluvastatin
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Hyperimmunoglobulin D Syndrome,canakinumab
High Blood Pressure ,lisinopril
High Blood Pressure ,amlodipine
High Blood Pressure ,losartan
High Blood Pressure ,hydrochlorothiazide
High Blood Pressure ,metoprolol
High Blood Pressure ,atenolol
High Blood Pressure ,carvedilol
High Blood Pressure ,furosemide
High Blood Pressure ,hydrochlorothiazide AND lisinopril
High Blood Pressure ,clonidine
High Blood Pressure ,enalapril
High Blood Pressure ,valsartan
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe AND simvastatin
High Cholesterol,fenofibric acid
Familial Heterozygous High Cholesterol,atorvastatin
Familial Heterozygous High Cholesterol,pravastatin
Familial Heterozygous High Cholesterol,simvastatin
Familial Heterozygous High Cholesterol,ezetimibe
Familial Heterozygous High Cholesterol,rosuvastatin
Familial Heterozygous High Cholesterol,lovastatin
Familial Heterozygous High Cholesterol,ezetimibe AND simvastatin
Familial Heterozygous High Cholesterol,evolocumab
Familial Heterozygous High Cholesterol,alirocumab
Familial Heterozygous High Cholesterol,fluvastatin
Familial Homozygous High Cholesterol,atorvastatin
Familial Homozygous High Cholesterol,simvastatin
Familial Homozygous High Cholesterol,rosuvastatin
Familial Homozygous High Cholesterol,ezetimibe AND simvastatin
Familial Homozygous High Cholesterol,lomitapide
Familial Homozygous High Cholesterol,evolocumab
Non-Hodgkin's Lymphoma,cyclophosphamide
Non-Hodgkin's Lymphoma,vincristine
Non-Hodgkin's Lymphoma,rituximab
Non-Hodgkin's Lymphoma,methotrexate
Non-Hodgkin's Lymphoma,bendamustine
Non-Hodgkin's Lymphoma,cytarabine
Non-Hodgkin's Lymphoma,fludarabine
Non-Hodgkin's Lymphoma,bleomycin
Non-Hodgkin's Lymphoma,carmustine
Non-Hodgkin's Lymphoma,idelalisib
Non-Hodgkin's Lymphoma,ibritumomab
Non-Hodgkin's Lymphoma,ibrutinib
Non-Hodgkin's Lymphoma,mitoxantrone
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Urticaria,cetirizine
Urticaria,fexofenadine
Urticaria,loratadine
Urticaria,ranitidine
Urticaria,doxepin
Urticaria,levocetirizine
Urticaria,diphenhydramine
Urticaria,famotidine
Urticaria,promethazine
Urticaria,chlorpheniramine
Urticaria,omalizumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Familial Homozygous High Cholesterol,atorvastatin
Familial Homozygous High Cholesterol,simvastatin
Familial Homozygous High Cholesterol,rosuvastatin
Familial Homozygous High Cholesterol,ezetimibe AND simvastatin
Familial Homozygous High Cholesterol,lomitapide
Familial Homozygous High Cholesterol,evolocumab
Familial Homozygous High Cholesterol,atorvastatin
Familial Homozygous High Cholesterol,simvastatin
Familial Homozygous High Cholesterol,rosuvastatin
Familial Homozygous High Cholesterol,ezetimibe AND simvastatin
Familial Homozygous High Cholesterol,lomitapide
Familial Homozygous High Cholesterol,evolocumab
Nonketotic Hyperosmolar Syndrome,insulin regular
Nonketotic Hyperosmolar Syndrome,insulin glulisine
Nonketotic Hyperosmolar Syndrome,insulin lispro
Nonketotic Hyperosmolar Syndrome,insulin aspart
Hookworm Infection ,mebendazole
Hookworm Infection ,albendazole
Hookworm Infection ,pyrantel
Hordeolum,bacitracin AND polymyxin b
Hordeolum,bacitracin AND neomycin AND polymyxin b
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin AND quinupristin
Bursitis,naproxen
Bursitis,prednisone
Bursitis,indomethacin
Bursitis,dexamethasone
Bursitis,cortisone
Bursitis,triamcinolone
Bursitis,betamethasone
Bursitis,trolamine salicylate
Bursitis,sulindac
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Hypoactive Sexual Desire Disorder,flibanserin
Hypoactive Sexual Desire Disorder,bremelanotide
Antiphospholipid Syndrome,warfarin
Antiphospholipid Syndrome,aspirin
Antiphospholipid Syndrome,heparin
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
