disease,drug
Psoriasis,betamethasone / calcipotriene
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin / quinupristin
Hemophagocytic Lymphohistiocytosis,emapalumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Alopecia,spironolactone
Alopecia,minoxidil
Alopecia,triamcinolone
Alopecia,sulfasalazine
Hairy Cell Leukemia,cladribine
Hairy Cell Leukemia,pentostatin
Hairy Cell Leukemia,interferon alfa-2b
Hairy Cell Leukemia,moxetumomab pasudotox
Atherosclerosis,rosuvastatin
"Anemia, Sickle Cell",hydroxyurea
"Anemia, Sickle Cell",vitamin e
"Anemia, Sickle Cell",glutamine
"Anemia, Sickle Cell",crizanlizumab
Hairy Cell Leukemia,cladribine
Hairy Cell Leukemia,pentostatin
Hairy Cell Leukemia,interferon alfa-2b
Hairy Cell Leukemia,moxetumomab pasudotox
Angina,aspirin
Angina,nitroglycerin
Angina,metoprolol
Angina,amlodipine
Angina,isosorbide mononitrate
Angina,isosorbide dinitrate
Angina,enoxaparin
Angina,ranolazine
Angina,atenolol
Angina,carvedilol
Angina,amlodipine / atorvastatin
Echocardiography,perflutren
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole / sodium bicarbonate
Hemangioma,propranolol
Migraine,sumatriptan
Migraine,rizatriptan
Migraine,gabapentin
Migraine,aspirin / butalbital / caffeine
Migraine,cyclobenzaprine
Migraine,diclofenac
Migraine,naratriptan
Migraine,almotriptan
Migraine,zolmitriptan
Migraine,eletriptan
"Anemia, Sickle Cell",hydroxyurea
"Anemia, Sickle Cell",vitamin e
"Anemia, Sickle Cell",glutamine
"Anemia, Sickle Cell",crizanlizumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Thrombotic/Thromboembolic Disorder,heparin
Thrombotic/Thromboembolic Disorder,argatroban
Thrombotic/Thromboembolic Disorder,alteplase
Thrombotic/Thromboembolic Disorder,urokinase
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Hyperimmunoglobulin D Syndrome,canakinumab
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe / simvastatin
High Cholesterol,fenofibric acid
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
Non-Hodgkin's Lymphoma,cyclophosphamide
Non-Hodgkin's Lymphoma,vincristine
Non-Hodgkin's Lymphoma,rituximab
Non-Hodgkin's Lymphoma,methotrexate
Non-Hodgkin's Lymphoma,bendamustine
Non-Hodgkin's Lymphoma,cytarabine
Non-Hodgkin's Lymphoma,fludarabine
Non-Hodgkin's Lymphoma,bleomycin
Non-Hodgkin's Lymphoma,carmustine
Non-Hodgkin's Lymphoma,idelalisib
Non-Hodgkin's Lymphoma,ibritumomab
Non-Hodgkin's Lymphoma,ibrutinib
Non-Hodgkin's Lymphoma,mitoxantrone
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Hemophagocytic Lymphohistiocytosis,emapalumab
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
Nonketotic Hyperosmolar Syndrome,insulin regular
Nonketotic Hyperosmolar Syndrome,insulin glulisine
Nonketotic Hyperosmolar Syndrome,insulin lispro
Nonketotic Hyperosmolar Syndrome,insulin aspart
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin / quinupristin
Bursitis,naproxen
Bursitis,prednisone
Bursitis,indomethacin
Bursitis,dexamethasone
Bursitis,cortisone
Bursitis,triamcinolone
Bursitis,betamethasone
Bursitis,trolamine salicylate
Bursitis,sulindac
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Hyperbilirubinemia,phenobarbital
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe / simvastatin
High Cholesterol,fenofibric acid
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe / simvastatin
High Cholesterol,fenofibric acid
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe / simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Hyperhidrosis,oxybutynin
Hyperhidrosis,aluminum chloride hexahydrate
Hyperhidrosis,clonidine
Hyperhidrosis,terazosin
Hyperhidrosis,benztropine
Hyperhidrosis,gabapentin
Hyperhidrosis,amitriptyline
Hyperhidrosis,glycopyrronium
Hyperhidrosis,onabotulinumtoxinA
Hyperimmunoglobulin D Syndrome,canakinumab
Hyperimmunoglobulin D Syndrome,canakinumab
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe / simvastatin
High Cholesterol,fenofibric acid
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Drowsiness (Hypersomnia),caffeine
Drowsiness (Hypersomnia),modafinil
Drowsiness (Hypersomnia),dextroamphetamine
Drowsiness (Hypersomnia),armodafinil
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin / glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
"Hypogonadism, Male",testosterone
"Hypogonadism, Male",chorionic gonadotropin (hcg)
"Hypogonadism, Male",follicle stimulating hormone
"Hypogonadism, Male",methyltestosterone
"Hypogonadism, Male",testosterone
"Hypogonadism, Male",chorionic gonadotropin (hcg)
"Hypogonadism, Male",follicle stimulating hormone
"Hypogonadism, Male",methyltestosterone
Pseudotumor Cerebri,acetazolamide
Nonalcoholic Fatty Liver Disease,ursodiol
Nonalcoholic Fatty Liver Disease,pioglitazone
Nonalcoholic Fatty Liver Disease,orlistat
Nonalcoholic Fatty Liver Disease,betaine
Nonalcoholic Fatty Liver Disease,rosiglitazone
Drowsiness (Hypersomnia),caffeine
Drowsiness (Hypersomnia),modafinil
Drowsiness (Hypersomnia),dextroamphetamine
Drowsiness (Hypersomnia),armodafinil
Pseudotumor Cerebri,acetazolamide
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Pseudotumor Cerebri,acetazolamide
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Insulin Resistance Syndrome (Metabolic Syndrome),metformin
Insulin Resistance Syndrome (Metabolic Syndrome),insulin regular
Insulin Resistance Syndrome (Metabolic Syndrome),metformin
Insulin Resistance Syndrome (Metabolic Syndrome),insulin regular
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Erectile Dysfunction,sildenafil
Erectile Dysfunction,tadalafil
Erectile Dysfunction,vardenafil
Erectile Dysfunction,alprostadil
Erectile Dysfunction,avanafil
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Urinary Incontinence,oxybutynin
Urinary Incontinence,tolterodine
Urinary Incontinence,amitriptyline
Urinary Incontinence,mirabegron
Urinary Incontinence,solifenacin
Urinary Incontinence,hyoscyamine
Urinary Incontinence,trospium
Urinary Incontinence,duloxetine
Urinary Incontinence,fesoterodine
Urinary Incontinence,darifenacin
Urinary Incontinence,oxybutynin
Urinary Incontinence,tolterodine
Urinary Incontinence,amitriptyline
Urinary Incontinence,mirabegron
Urinary Incontinence,solifenacin
Urinary Incontinence,hyoscyamine
Urinary Incontinence,trospium
Urinary Incontinence,duloxetine
Urinary Incontinence,fesoterodine
Urinary Incontinence,darifenacin
Hemangioma,propranolol
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Amebiasis,metronidazole
Amebiasis,tinidazole
Amebiasis,nitazoxanide
Amebiasis,doxycycline
Amebiasis,paromomycin
Amebiasis,chloroquine
Tinea Corporis,betamethasone / clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone / clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Tinea Cruris,betamethasone / clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Onychomycosis,undecylenic acid
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin / clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole / trimethoprim
Sinusitis,moxifloxacin
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin / clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin / clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole / trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin / clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Insulin Resistance Syndrome (Metabolic Syndrome),metformin
Insulin Resistance Syndrome (Metabolic Syndrome),insulin regular
Amebiasis,metronidazole
Amebiasis,tinidazole
Amebiasis,nitazoxanide
Amebiasis,doxycycline
Amebiasis,paromomycin
Amebiasis,chloroquine
Pseudotumor Cerebri,acetazolamide
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Trophoblastic Disease,methotrexate
Trophoblastic Disease,dinoprostone
Trophoblastic Disease,dactinomycin
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone / calcipotriene
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Pruritus,diphenhydramine
Pruritus,diphenhydramine
Pruritus,diphenhydramine
Pruritus,diphenhydramine
Hyperbilirubinemia,phenobarbital
Tinea Cruris,betamethasone / clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin / glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Wilms' Tumor (Nephroblastoma),paclitaxel
