disease,drug
Elevated VLDL Hyperlipoproteinemia Type IV,atorvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,niacin
Elevated VLDL Hyperlipoproteinemia Type IV,gemfibrozil
Elevated VLDL Hyperlipoproteinemia Type IV,rosuvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,simvastatin
Elevated VLDL Hyperlipoproteinemia Type IV,pravastatin
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,fenofibrate
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,gemfibrozil
Elevated Chylomicrons   VLDL Hyperlipoproteinemia Type V,niacin
Hypermagnesemia,calcium gluconate
Hypermagnesemia,calcium chloride
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Hyperparathyroidism Secondary to Renal Impairment,calcifediol
Hyperparathyroidism Secondary to Renal Impairment,etelcalcetide
Hyperphosphatemia,calcium acetate
Hyperphosphatemia,aluminum hydroxide
Hyperphosphatemia of Renal Failure,sevelamer
Hyperphosphatemia of Renal Failure,sucralfate
Hyperphosphatemia of Renal Failure,lanthanum carbonate
Hyperphosphatemia of Renal Failure,ferric citrate
Hyperphosphatemia of Renal Failure,sucroferric oxyhydroxide
Hyperphosphatemia of Renal Failure,magnesium carbonate
Hyperprolactinemia,cabergoline
Hyperprolactinemia,bromocriptine
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
High Blood Pressure ,lisinopril
High Blood Pressure ,amlodipine
High Blood Pressure ,losartan
High Blood Pressure ,hydrochlorothiazide
High Blood Pressure ,metoprolol
High Blood Pressure ,atenolol
High Blood Pressure ,carvedilol
High Blood Pressure ,furosemide
High Blood Pressure ,hydrochlorothiazide AND lisinopril
High Blood Pressure ,clonidine
High Blood Pressure ,enalapril
High Blood Pressure ,valsartan
Hypertensive Emergency,clonidine
Hypertensive Emergency,hydralazine
Hypertensive Emergency,enalapril
Hypertensive Emergency,nifedipine
Hypertensive Emergency,captopril
Hypertensive Emergency,labetalol
Hypertensive Emergency,nitroprusside
Hypertensive Emergency,methyldopa
Hypertensive Emergency,diazoxide
Hypertensive Emergency,fenoldopam
Hypertensive Emergency,clevidipine
Hyperthyroidism,methimazole
Hyperthyroidism,propylthiouracil
Hyperthyroidism,potassium iodide
Hyperthyroidism,iodine AND potassium iodide
Hyperthyroidism,sodium iodide-i-131
Hypertriglyceridemia,fenofibrate
Hypertriglyceridemia,omega-3 polyunsaturated fatty acids
Hypertriglyceridemia,fenofibric acid
Hypertriglyceridemia,icosapent
Hypertriglyceridemia,rosuvastatin
Hypertrophic Cardiomyopathy,nifedipine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Hyperuricemia Secondary to Chemotherapy,allopurinol
Hyperuricemia Secondary to Chemotherapy,sodium bicarbonate
Hyperuricemia Secondary to Chemotherapy,rasburicase
Hypoactive Sexual Desire Disorder,flibanserin
Hypoactive Sexual Desire Disorder,bremelanotide
Hypocalcemia,calcitriol
Hypocalcemia,calcium carbonate
Hypocalcemia,calcium gluconate
Hypocalcemia,ergocalciferol
Hypocalcemia,parathyroid hormone
Hypocalcemia,calcifediol
Hypocalcemia,calcium chloride
Hypocalcemia,calcium lactate
Hypocalcemia,"calcium phosphate, tribasic"
Iron Deficiency Anemia,ferrous sulfate
Iron Deficiency Anemia,ferrous gluconate
Iron Deficiency Anemia,ferrous fumarate
Iron Deficiency Anemia,iron polysaccharide
Iron Deficiency Anemia,ferumoxytol
Iron Deficiency Anemia,iron sucrose
Hypodermoclysis,hyaluronidase
Hypoestrogenism,estradiol
Hypoestrogenism,conjugated estrogens
Hypoestrogenism,estradiol AND norethindrone
Hypoestrogenism,estropipate
Hypoestrogenism,esterified estrogens
Hypoestrogenism,ethinyl estradiol
Hypoglycemia,glucagon
Hypoglycemia,diazoxide
Male Hypogonadism,testosterone
Male Hypogonadism,chorionic gonadotropin 
Male Hypogonadism,follicle stimulating hormone
Male Hypogonadism,methyltestosterone
Male Hypogonadism,testosterone
Male Hypogonadism,chorionic gonadotropin 
Male Hypogonadism,follicle stimulating hormone
Male Hypogonadism,methyltestosterone
Hypokalemia,potassium chloride
Hypokalemia,spironolactone
Hypokalemia,potassium gluconate
Hypokalemia,potassium bicarbonate
Hypokalemia,potassium bicarbonate AND potassium chloride
Hypokalemic Periodic Paralysis,acetazolamide
Hypokalemic Periodic Paralysis,dichlorphenamide
Hypomagnesemia,magnesium oxide
Hypomagnesemia,magnesium sulfate
Hypomagnesemia,magnesium chloride
Hypomagnesemia,magnesium amino acids chelate
Hypomagnesemia,magnesium gluconate
Hypomagnesemia,magnesium carbonate
Mania,divalproex sodium
Mania,lithium
Mania,risperidone
Mania,haloperidol
Mania,allopurinol
Mania,chlorpromazine
Mania,valproic acid
Hyponatremia,tolvaptan
Hyponatremia,urea
Hyponatremia,sodium acetate
Euvolemic Hyponatremia,tolvaptan
Euvolemic Hyponatremia,conivaptan
Hypoparathyroidism,calcitriol
Hypoparathyroidism,ergocalciferol
Hypoparathyroidism,parathyroid hormone
Hypoparathyroidism,teriparatide
Hypoparathyroidism,calcium lactate
Hypoparathyroidism,"calcium phosphate, tribasic"
Hypophosphatasia,asfotase alfa
Hypophosphatemia,potassium phosphate AND sodium phosphate
Hypophosphatemia,ergocalciferol
Hypophosphatemia,potassium phosphate
Hypophosphatemia,sodium phosphate
Hypopituitarism,somatropin
Hypoproteinemia,albumin human
Anticoagulant Induced Hypoprothrombinemia,phytonadione
Not Associated with Anticoagulant Therapy Hypoprothrombinemia,phytonadione
Prophylaxis Hypoprothrombinemia,phytonadione
Hypotension,midodrine
Hypotension,norepinephrine
Hypotension,phenylephrine
Hypotension,ephedrine
Hypotension,droxidopa
Underactive Thyroid ,levothyroxine
Underactive Thyroid ,thyroid desiccated
Underactive Thyroid ,liothyronine
Underactive Thyroid ,liotrix
After Thyroid Removal Hypothyroidism ,levothyroxine
After Thyroid Removal Hypothyroidism ,thyroid desiccated
After Thyroid Removal Hypothyroidism ,liothyronine
After Thyroid Removal Hypothyroidism ,levothyroxine
After Thyroid Removal Hypothyroidism ,thyroid desiccated
After Thyroid Removal Hypothyroidism ,liothyronine
Eyelash Hypotrichosis,bimatoprost
Eyelash Hypotrichosis,fluorometholone
Respiratory Depression,doxapram
Hypovolemia,hetastarch
Hypovolemia,hydroxyethyl starch
Hysterectomy,piperacillin
Neurosis,nortriptyline
Hysterosalpingography,iohexol
Inflammatory Bowel Disease,prednisone
Inflammatory Bowel Disease,budesonide
Inflammatory Bowel Disease,mesalamine
Inflammatory Bowel Disease,sulfasalazine
Inflammatory Bowel Disease,hydrocortisone
Inflammatory Bowel Disease,azathioprine
Inflammatory Bowel Disease,dexamethasone
Inflammatory Bowel Disease,mercaptopurine
Inflammatory Bowel Disease,infliximab
Inflammatory Bowel Disease,cyclosporine
Inflammatory Bowel Disease,corticotropin
Inflammatory Bowel Disease,cromolyn
Irritable Bowel Syndrome,dicyclomine
Irritable Bowel Syndrome,hyoscyamine
Irritable Bowel Syndrome,amitriptyline
Irritable Bowel Syndrome,chlordiazepoxide AND clidinium
Irritable Bowel Syndrome,atropine AND hyoscyamine AND phenobarbital AND scopolamine
Irritable Bowel Syndrome,cholestyramine
Irritable Bowel Syndrome,escitalopram
Irritable Bowel Syndrome,nortriptyline
Irritable Bowel Syndrome,psyllium
Irritable Bowel Syndrome,venlafaxine
Ichthyosis,ammonium lactate
Ichthyosis,ammonium lactate
Pseudotumor Cerebri,acetazolamide
ICU Agitation,haloperidol
ICU Agitation,midazolam
ICU Agitation,lorazepam
ICU Agitation,diazepam
Nonalcoholic Fatty Liver Disease,ursodiol
Nonalcoholic Fatty Liver Disease,pioglitazone
Nonalcoholic Fatty Liver Disease,orlistat
Nonalcoholic Fatty Liver Disease,betaine
Nonalcoholic Fatty Liver Disease,rosiglitazone
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Idiopathic Hypertrophic Subaortic Stenosis,verapamil
Pseudotumor Cerebri,acetazolamide
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Idiopathic Pulmonary Fibrosis,pirfenidone
Idiopathic Pulmonary Fibrosis,nintedanib
Idiopathic Pulmonary Fibrosis,interferon gamma-1b
Idiopathic Short Stature,somatropin
Idiopathic Thrombocytopenic Purpura,prednisone
Idiopathic Thrombocytopenic Purpura,dexamethasone
Idiopathic Thrombocytopenic Purpura,eltrombopag
Idiopathic Thrombocytopenic Purpura,rituximab
Idiopathic Thrombocytopenic Purpura,romiplostim
Idiopathic Thrombocytopenic Purpura,cyclosporine
Idiopathic Thrombocytopenic Purpura,immune globulin intravenous
Idiopathic Thrombocytopenic Purpura,azathioprine
Idiopathic Thrombocytopenic Purpura,triamcinolone
Idiopathic Thrombocytopenic Purpura,rho  immune globulin
Idiopathic Thrombocytopenic Purpura,immune globulin intravenous and subcutaneous
Idiopathic Thrombocytopenic Purpura,interferon alfa-2b
Intermittent Explosive Disorder,fluoxetine
Intermittent Explosive Disorder,quetiapine
Intermittent Explosive Disorder,paroxetine
Intermittent Explosive Disorder,propranolol
Intermittent Explosive Disorder,lithium
IgA Nephropathy,cyclophosphamide
Idiopathic Hypertrophic Subaortic Stenosis,verapamil
Pseudotumor Cerebri,acetazolamide
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Idiopathic Thrombocytopenic Purpura,prednisone
Idiopathic Thrombocytopenic Purpura,dexamethasone
Idiopathic Thrombocytopenic Purpura,eltrombopag
Idiopathic Thrombocytopenic Purpura,rituximab
Idiopathic Thrombocytopenic Purpura,romiplostim
Idiopathic Thrombocytopenic Purpura,cyclosporine
Idiopathic Thrombocytopenic Purpura,immune globulin intravenous
Idiopathic Thrombocytopenic Purpura,azathioprine
Idiopathic Thrombocytopenic Purpura,triamcinolone
Idiopathic Thrombocytopenic Purpura,rho  immune globulin
Idiopathic Thrombocytopenic Purpura,immune globulin intravenous and subcutaneous
Idiopathic Thrombocytopenic Purpura,interferon alfa-2b
Waldenström Macroglobulinemia,ibrutinib
Immunodeficiency,pegademase bovine
Immunosuppression,prednisone
Immunosuppression,prednisolone
Immunosuppression,methylprednisolone
Insulin Resistance Syndrome ,metformin
Insulin Resistance Syndrome ,insulin regular
Insulin Resistance Syndrome ,metformin
Insulin Resistance Syndrome ,insulin regular
Impetigo,mupirocin
Impetigo,cefadroxil
Impetigo,cefuroxime
Impetigo,retapamulin
Impetigo,sulconazole
Impetigo,ozenoxacin
Impetigo,ammoniated mercury
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Erectile Dysfunction,sildenafil
Erectile Dysfunction,tadalafil
Erectile Dysfunction,vardenafil
Erectile Dysfunction,alprostadil
Erectile Dysfunction,avanafil
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Inclusion Conjunctivitis,doxycycline
Urinary Incontinence,oxybutynin
Urinary Incontinence,tolterodine
Urinary Incontinence,amitriptyline
Urinary Incontinence,mirabegron
Urinary Incontinence,solifenacin
Urinary Incontinence,hyoscyamine
Urinary Incontinence,trospium
Urinary Incontinence,duloxetine
Urinary Incontinence,fesoterodine
Urinary Incontinence,darifenacin
Urinary Incontinence,oxybutynin
Urinary Incontinence,tolterodine
Urinary Incontinence,amitriptyline
Urinary Incontinence,mirabegron
Urinary Incontinence,solifenacin
Urinary Incontinence,hyoscyamine
Urinary Incontinence,trospium
Urinary Incontinence,duloxetine
Urinary Incontinence,fesoterodine
Urinary Incontinence,darifenacin
Indigestion,omeprazole
Indigestion,ranitidine
Indigestion,famotidine
Indigestion,bismuth subsalicylate
Indigestion,aluminum hydroxide AND magnesium hydroxide AND simethicone
Indigestion,calcium carbonate
Indigestion,magnesium hydroxide
Induced Hypotension,nitroprusside
Hemangioma,propranolol
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Infection Prophylaxis,sulfamethoxazole AND trimethoprim
Infection Prophylaxis,ciprofloxacin
Infection Prophylaxis,ertapenem
Amebiasis,metronidazole
Amebiasis,tinidazole
Amebiasis,nitazoxanide
Amebiasis,doxycycline
Amebiasis,paromomycin
Amebiasis,chloroquine
Bacterial Infection,amoxicillin
Bacterial Infection,ciprofloxacin
Bacterial Infection,clindamycin
Bacterial Infection,doxycycline
Bacterial Infection,cephalexin
Bacterial Infection,metronidazole
Bacterial Infection,ceftriaxone
Bacterial Infection,levofloxacin
Bacterial Infection,sulfamethoxazole AND trimethoprim
Bacterial Infection,azithromycin
Bacterial Infection,amoxicillin AND clavulanate
Bacterial Infection,vancomycin
Bacterial Infection,cefuroxime
Bladder Infection,ciprofloxacin
Bladder Infection,nitrofurantoin
Bladder Infection,cephalexin
Bladder Infection,amoxicillin
Bladder Infection,levofloxacin
Bladder Infection,trimethoprim
Bladder Infection,cefuroxime
Bladder Infection,methenamine
Bladder Infection,cefpodoxime
Bladder Infection,fosfomycin
Chlamydia Infection,azithromycin
Chlamydia Infection,doxycycline
Chlamydia Infection,amoxicillin
Chlamydia Infection,erythromycin
Chlamydia Infection,tetracycline
Chlamydia Infection,levofloxacin
Fungal Infections,fluconazole
Tinea Corporis,betamethasone AND clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Fingernail Onychomycosis,terbinafine
Fingernail Onychomycosis,fluconazole
Fingernail Onychomycosis,ciclopirox
Fingernail Onychomycosis,itraconazole
Fingernail Onychomycosis,ketoconazole
Fingernail Onychomycosis,griseofulvin
Tinea Cruris,betamethasone AND clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Onychomycosis,undecylenic acid
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Toenail Onychomycosis,terbinafine
Toenail Onychomycosis,ciclopirox
Toenail Onychomycosis,fluconazole
Toenail Onychomycosis,ketoconazole
Toenail Onychomycosis,itraconazole
Toenail Onychomycosis,efinaconazole
Toenail Onychomycosis,griseofulvin
Toenail Onychomycosis,tavaborole
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin AND clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Whipworm Infection,mebendazole
Whipworm Infection,albendazole
Infectious Diarrhea,ciprofloxacin
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Infectious Mononucleosis,acyclovir
Inflammatory Bowel Disease,prednisone
Inflammatory Bowel Disease,budesonide
Inflammatory Bowel Disease,mesalamine
Inflammatory Bowel Disease,sulfasalazine
Inflammatory Bowel Disease,hydrocortisone
Inflammatory Bowel Disease,azathioprine
Inflammatory Bowel Disease,dexamethasone
Inflammatory Bowel Disease,mercaptopurine
Inflammatory Bowel Disease,infliximab
Inflammatory Bowel Disease,cyclosporine
Inflammatory Bowel Disease,corticotropin
Inflammatory Bowel Disease,cromolyn
Inflammatory Conditions,meloxicam
Inflammatory Conditions,prednisone
Inflammatory Conditions,methylprednisolone
Inflammatory Conditions,prednisolone
Inflammatory Conditions,dexamethasone
Inflammatory Conditions,betamethasone
Inflammatory Conditions,hydrocortisone
Inflammatory Conditions,magnesium salicylate
Inflammatory Conditions,tolmetin
Influenza,oseltamivir
Influenza,amantadine
Influenza,acetaminophen AND dextromethorphan AND guaifenesin AND phenylephrine
Influenza,zanamivir
Influenza,acetaminophen AND chlorpheniramine
Influenza,acetaminophen AND chlorpheniramine AND dextromethorphan AND pseudoephedrine
Influenza,peramivir
Influenza,acetaminophen AND chlorpheniramine AND dextromethorphan
Influenza,acetaminophen AND dextromethorphan AND diphenhydramine
Influenza,baloxavir marboxil
Influenza A,amantadine
Influenza A,rimantadine
Influenza Prophylaxis,"influenza virus vaccine, inactivated"
Influenza Prophylaxis,oseltamivir
Influenza Prophylaxis,amantadine
Influenza Prophylaxis,"influenza virus vaccine, live, trivalent"
Influenza Prophylaxis,rimantadine
Influenza Prophylaxis,zanamivir
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Inhibition of Intraoperative Miosis,diclofenac
Inhibition of Intraoperative Miosis,flurbiprofen
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Insect Bites,benzocaine
Insect Bites,pramoxine AND zinc acetate
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Stimulant Insomnia-Associated,clonidine
Type 1 Diabetes,insulin glargine
Type 1 Diabetes,insulin lispro
Type 1 Diabetes,insulin aspart
Type 1 Diabetes,insulin regular
Type 1 Diabetes,insulin glulisine
Insulin Resistance Syndrome ,metformin
Insulin Resistance Syndrome ,insulin regular
Insulinoma,octreotide
Intermittent Claudication,cilostazol
Intermittent Claudication,pentoxifylline
Intermittent Explosive Disorder,fluoxetine
Intermittent Explosive Disorder,quetiapine
Intermittent Explosive Disorder,paroxetine
Intermittent Explosive Disorder,propranolol
Intermittent Explosive Disorder,lithium
Interstitial Cystitis,phenazopyridine
Interstitial Cystitis,amitriptyline
Interstitial Cystitis,hydroxyzine
Interstitial Cystitis,pentosan polysulfate sodium
Interstitial Cystitis,trospium
Interstitial Cystitis,imipramine
Interstitial Cystitis,dimethyl sulfoxide
Interstitial Lung Disease,prednisone
Interstitial Lung Disease,prednisone
Pulmonary Fibrosis,mycophenolate mofetil
Pulmonary Fibrosis,infliximab
Intertrigo,clotrimazole
Intertrigo,hydrocortisone
Intertrigo,miconazole
Intertrigo,clotrimazole
Intertrigo,hydrocortisone
Intertrigo,miconazole
Amebiasis,metronidazole
Amebiasis,tinidazole
Amebiasis,nitazoxanide
Amebiasis,doxycycline
Amebiasis,paromomycin
Amebiasis,chloroquine
Intestinal Arterial Insufficiency,mercaptopurine
Intra- or Post-op SVT or Hypertension,esmolol
Intra-arterial Digital Subtraction Angiography,iodixanol
Intra-arterial Digital Subtraction Angiography,ioversol
Intra-arterial Digital Subtraction Angiography,iopromide
Intraabdominal Infection,meropenem
Intraabdominal Infection,ciprofloxacin
Intraabdominal Infection,metronidazole
Intraabdominal Infection,clindamycin
Intraabdominal Infection,piperacillin AND tazobactam
Intraabdominal Infection,ceftriaxone
Intraabdominal Infection,moxifloxacin
Intraabdominal Infection,amikacin
Intraabdominal Infection,cefotaxime
Intraabdominal Infection,cefepime
Intraabdominal Infection,ceftazidime
Intraabdominal Infection,gentamicin
Intraabdominal Infection,doripenem
Intraabdominal Infection,tigecycline
Pseudotumor Cerebri,acetazolamide
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Intraocular Hypertension,latanoprost
Intraocular Hypertension,timolol
Intraocular Hypertension,brimonidine
Intraocular Hypertension,dorzolamide AND timolol
Intraocular Hypertension,dorzolamide
Intraocular Hypertension,travoprost
Intraocular Hypertension,bimatoprost
Intraocular Hypertension,brimonidine AND timolol
Intraocular Hypertension,pilocarpine
Intraocular Hypertension,brinzolamide
Intraocular Hypertension,levobunolol
Intravenous Digital Subtraction Angiography,ioversol
Intravenous Urography,ioversol
Invasive Mucormycosis,isavuconazonium
Trophoblastic Disease,methotrexate
Trophoblastic Disease,dinoprostone
Trophoblastic Disease,dactinomycin
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone AND calcipotriene
Muscle Spasm ,cyclobenzaprine
Muscle Spasm ,tizanidine
Muscle Spasm ,baclofen
Muscle Spasm ,methocarbamol
Muscle Spasm ,diazepam
Muscle Spasm ,carisoprodol
Muscle Spasm ,metaxalone
Muscle Spasm ,chlorzoxazone
Muscle Spasm ,orphenadrine
Muscle Spasm ,aspirin AND caffeine AND orphenadrine
Muscle Spasm ,aspirin AND carisoprodol
Muscle Spasm ,aspirin AND carisoprodol AND codeine
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
